reference_model,attribution_scale,sample_id,feature_name,reference_absolute_rank,reference_signed_attribution,reference_absolute_attribution,reference_is_top_five
logistic_regression,DoS log-odds,pilot_129,MAX_TTL,2,1.3336141307,1.3336141307,True
logistic_regression,DoS log-odds,pilot_129,MIN_TTL,3,1.33055043732,1.33055043732,True
logistic_regression,DoS log-odds,pilot_129,DST_TO_SRC_IAT_STDDEV,4,1.09179546419,1.09179546419,True
logistic_regression,DoS log-odds,pilot_129,SERVER_TCP_FLAGS,5,1.0892091615,1.0892091615,True
logistic_regression,DoS log-odds,pilot_129,DST_TO_SRC_IAT_MAX,6,-0.390668681605,0.390668681605,False
logistic_regression,DoS log-odds,pilot_129,DST_TO_SRC_AVG_THROUGHPUT,7,0.276054074241,0.276054074241,False
logistic_regression,DoS log-odds,pilot_129,MIN_IP_PKT_LEN,8,0.232374672979,0.232374672979,False
logistic_regression,DoS log-odds,pilot_129,LONGEST_FLOW_PKT,9,0.160164207593,0.160164207593,False
logistic_regression,DoS log-odds,pilot_129,MAX_IP_PKT_LEN,10,0.160164207593,0.160164207593,False
logistic_regression,DoS log-odds,pilot_129,PROTOCOL,11,0.149038899244,0.149038899244,False
logistic_regression,DoS log-odds,pilot_129,L7_PROTO,12,0.13878761604,0.13878761604,False
logistic_regression,DoS log-odds,pilot_129,TCP_FLAGS,13,0.11404186016,0.11404186016,False
logistic_regression,DoS log-odds,pilot_129,FLOW_DURATION_MILLISECONDS,14,0.112196737996,0.112196737996,False
logistic_regression,DoS log-odds,pilot_129,SRC_TO_DST_AVG_THROUGHPUT,15,0.11162107031,0.11162107031,False
logistic_regression,DoS log-odds,pilot_129,SRC_TO_DST_IAT_AVG,16,0.109361364606,0.109361364606,False
logistic_regression,DoS log-odds,pilot_129,TCP_WIN_MAX_OUT,17,0.107735061033,0.107735061033,False
logistic_regression,DoS log-odds,pilot_129,FTP_COMMAND_RET_CODE,18,0.0972892843372,0.0972892843372,False
logistic_regression,DoS log-odds,pilot_129,DURATION_OUT,19,0.0831128376291,0.0831128376291,False
logistic_regression,DoS log-odds,pilot_129,DURATION_IN,20,0.0778031693099,0.0778031693099,False
logistic_regression,DoS log-odds,pilot_129,NUM_PKTS_UP_TO_128_BYTES,21,0.0668420796433,0.0668420796433,False
logistic_regression,DoS log-odds,pilot_129,DNS_QUERY_TYPE,22,0.0618723305133,0.0618723305133,False
logistic_regression,DoS log-odds,pilot_129,IN_PKTS,23,0.0390667972137,0.0390667972137,False
logistic_regression,DoS log-odds,pilot_129,SRC_TO_DST_IAT_MAX,24,-0.0350537459214,0.0350537459214,False
logistic_regression,DoS log-odds,pilot_129,ICMP_TYPE,25,0.0273805524475,0.0273805524475,False
logistic_regression,DoS log-odds,pilot_129,ICMP_IPV4_TYPE,26,0.0273805524475,0.0273805524475,False
logistic_regression,DoS log-odds,pilot_129,RETRANSMITTED_IN_PKTS,27,0.0248933512172,0.0248933512172,False
logistic_regression,DoS log-odds,pilot_129,TCP_WIN_MAX_IN,28,-0.0244269140685,0.0244269140685,False
logistic_regression,DoS log-odds,pilot_129,DNS_TTL_ANSWER,29,0.01842960932,0.01842960932,False
logistic_regression,DoS log-odds,pilot_129,CLIENT_TCP_FLAGS,30,0.0156664467893,0.0156664467893,False
logistic_regression,DoS log-odds,pilot_129,NUM_PKTS_128_TO_256_BYTES,31,0.0140954230926,0.0140954230926,False
logistic_regression,DoS log-odds,pilot_129,NUM_PKTS_512_TO_1024_BYTES,32,-0.0127843719069,0.0127843719069,False
logistic_regression,DoS log-odds,pilot_129,SRC_TO_DST_IAT_STDDEV,33,0.0122254397251,0.0122254397251,False
logistic_regression,DoS log-odds,pilot_129,NUM_PKTS_256_TO_512_BYTES,34,-0.0116898066693,0.0116898066693,False
logistic_regression,DoS log-odds,pilot_129,SHORTEST_FLOW_PKT,35,-0.0107791757633,0.0107791757633,False
logistic_regression,DoS log-odds,pilot_129,NUM_PKTS_1024_TO_1514_BYTES,36,-0.00871456593522,0.00871456593522,False
logistic_regression,DoS log-odds,pilot_129,RETRANSMITTED_OUT_BYTES,37,-0.00777416087433,0.00777416087433,False
logistic_regression,DoS log-odds,pilot_129,OUT_BYTES,38,-0.00773770153468,0.00773770153468,False
logistic_regression,DoS log-odds,pilot_129,RETRANSMITTED_OUT_PKTS,39,-0.00713536778196,0.00713536778196,False
logistic_regression,DoS log-odds,pilot_129,OUT_PKTS,40,-0.00540256206701,0.00540256206701,False
logistic_regression,DoS log-odds,pilot_129,RETRANSMITTED_IN_BYTES,41,-0.00469248466362,0.00469248466362,False
logistic_regression,DoS log-odds,pilot_129,IN_BYTES,42,-0.00237556104628,0.00237556104628,False
logistic_regression,DoS log-odds,pilot_129,L4_SRC_PORT,43,0,0,False
logistic_regression,DoS log-odds,pilot_129,L4_DST_PORT,44,0,0,False
logistic_regression,DoS log-odds,pilot_129,SRC_TO_DST_IAT_MIN,45,0,0,False
logistic_regression,DoS log-odds,pilot_129,DST_TO_SRC_IAT_MIN,46,0,0,False
logistic_regression,DoS log-odds,pilot_130,MAX_TTL,1,1.3336141307,1.3336141307,True
logistic_regression,DoS log-odds,pilot_130,MIN_TTL,2,1.33055043732,1.33055043732,True
logistic_regression,DoS log-odds,pilot_130,TCP_WIN_MAX_OUT,3,1.19133359768,1.19133359768,True
logistic_regression,DoS log-odds,pilot_130,DST_TO_SRC_IAT_AVG,4,-0.373013147204,0.373013147204,True
logistic_regression,DoS log-odds,pilot_130,TCP_WIN_MAX_IN,5,0.352537594437,0.352537594437,True
logistic_regression,DoS log-odds,pilot_130,DST_TO_SRC_AVG_THROUGHPUT,6,0.275404521852,0.275404521852,False
logistic_regression,DoS log-odds,pilot_130,SERVER_TCP_FLAGS,7,0.250325466793,0.250325466793,False
logistic_regression,DoS log-odds,pilot_130,TCP_FLAGS,8,0.236670308556,0.236670308556,False
logistic_regression,DoS log-odds,pilot_130,CLIENT_TCP_FLAGS,9,0.236670308556,0.236670308556,False
logistic_regression,DoS log-odds,pilot_130,MIN_IP_PKT_LEN,10,0.232374672979,0.232374672979,False
logistic_regression,DoS log-odds,pilot_130,LONGEST_FLOW_PKT,11,0.160164207593,0.160164207593,False
logistic_regression,DoS log-odds,pilot_130,MAX_IP_PKT_LEN,12,0.160164207593,0.160164207593,False
logistic_regression,DoS log-odds,pilot_130,PROTOCOL,13,0.149038899244,0.149038899244,False
logistic_regression,DoS log-odds,pilot_130,L7_PROTO,14,0.13878761604,0.13878761604,False
logistic_regression,DoS log-odds,pilot_130,SRC_TO_DST_AVG_THROUGHPUT,15,0.110478765042,0.110478765042,False
logistic_regression,DoS log-odds,pilot_130,FTP_COMMAND_RET_CODE,16,0.0972892843372,0.0972892843372,False
logistic_regression,DoS log-odds,pilot_130,NUM_PKTS_UP_TO_128_BYTES,17,0.0828641511683,0.0828641511683,False
logistic_regression,DoS log-odds,pilot_130,DNS_QUERY_TYPE,18,0.0618723305133,0.0618723305133,False
logistic_regression,DoS log-odds,pilot_130,DST_TO_SRC_IAT_STDDEV,19,-0.0521037422636,0.0521037422636,False
logistic_regression,DoS log-odds,pilot_130,IN_PKTS,20,0.0447492404447,0.0447492404447,False
logistic_regression,DoS log-odds,pilot_130,DST_TO_SRC_IAT_MAX,21,0.0332070408007,0.0332070408007,False
logistic_regression,DoS log-odds,pilot_130,ICMP_TYPE,22,0.0273805524475,0.0273805524475,False
logistic_regression,DoS log-odds,pilot_130,ICMP_IPV4_TYPE,23,0.0273805524475,0.0273805524475,False
logistic_regression,DoS log-odds,pilot_130,RETRANSMITTED_IN_PKTS,24,0.0248933512172,0.0248933512172,False
logistic_regression,DoS log-odds,pilot_130,FLOW_DURATION_MILLISECONDS,25,-0.0216046474408,0.0216046474408,False
logistic_regression,DoS log-odds,pilot_130,DURATION_IN,26,-0.020221792268,0.020221792268,False
logistic_regression,DoS log-odds,pilot_130,DNS_TTL_ANSWER,27,0.01842960932,0.01842960932,False
logistic_regression,DoS log-odds,pilot_130,DURATION_OUT,28,-0.0158781991709,0.0158781991709,False
logistic_regression,DoS log-odds,pilot_130,NUM_PKTS_128_TO_256_BYTES,29,0.0140954230926,0.0140954230926,False
logistic_regression,DoS log-odds,pilot_130,L4_DST_PORT,30,0.0137260590613,0.0137260590613,False
logistic_regression,DoS log-odds,pilot_130,NUM_PKTS_512_TO_1024_BYTES,31,-0.0127843719069,0.0127843719069,False
logistic_regression,DoS log-odds,pilot_130,NUM_PKTS_256_TO_512_BYTES,32,-0.0116898066693,0.0116898066693,False
logistic_regression,DoS log-odds,pilot_130,SHORTEST_FLOW_PKT,33,-0.0107791757633,0.0107791757633,False
logistic_regression,DoS log-odds,pilot_130,SRC_TO_DST_IAT_AVG,34,-0.00918605277009,0.00918605277009,False
logistic_regression,DoS log-odds,pilot_130,NUM_PKTS_1024_TO_1514_BYTES,35,-0.00871456593522,0.00871456593522,False
logistic_regression,DoS log-odds,pilot_130,RETRANSMITTED_OUT_BYTES,36,-0.00777416087433,0.00777416087433,False
logistic_regression,DoS log-odds,pilot_130,OUT_BYTES,37,-0.00774935628415,0.00774935628415,False
logistic_regression,DoS log-odds,pilot_130,RETRANSMITTED_OUT_PKTS,38,-0.00713536778196,0.00713536778196,False
logistic_regression,DoS log-odds,pilot_130,OUT_PKTS,39,-0.00565070615506,0.00565070615506,False
logistic_regression,DoS log-odds,pilot_130,RETRANSMITTED_IN_BYTES,40,-0.00469248466362,0.00469248466362,False
logistic_regression,DoS log-odds,pilot_130,SRC_TO_DST_IAT_MAX,41,0.00441038128446,0.00441038128446,False
logistic_regression,DoS log-odds,pilot_130,IN_BYTES,42,-0.00242142403039,0.00242142403039,False
logistic_regression,DoS log-odds,pilot_130,SRC_TO_DST_IAT_STDDEV,43,-0.00127087885666,0.00127087885666,False
logistic_regression,DoS log-odds,pilot_130,L4_SRC_PORT,44,0,0,False
logistic_regression,DoS log-odds,pilot_130,SRC_TO_DST_IAT_MIN,45,0,0,False
logistic_regression,DoS log-odds,pilot_130,DST_TO_SRC_IAT_MIN,46,0,0,False
logistic_regression,DoS log-odds,pilot_131,MIN_IP_PKT_LEN,1,-0.869331656227,0.869331656227,True
logistic_regression,DoS log-odds,pilot_131,MIN_TTL,2,-0.775487015134,0.775487015134,True
logistic_regression,DoS log-odds,pilot_131,MAX_TTL,3,-0.775086031921,0.775086031921,True
logistic_regression,DoS log-odds,pilot_131,TCP_WIN_MAX_IN,4,-0.744234597238,0.744234597238,True
logistic_regression,DoS log-odds,pilot_131,TCP_WIN_MAX_OUT,5,-0.686243146321,0.686243146321,True
logistic_regression,DoS log-odds,pilot_131,NUM_PKTS_UP_TO_128_BYTES,6,0.379941737277,0.379941737277,False
logistic_regression,DoS log-odds,pilot_131,DST_TO_SRC_IAT_AVG,7,-0.206669574749,0.206669574749,False
logistic_regression,DoS log-odds,pilot_131,L7_PROTO,8,-0.203452629553,0.203452629553,False
logistic_regression,DoS log-odds,pilot_131,LONGEST_FLOW_PKT,9,0.170008749854,0.170008749854,False
logistic_regression,DoS log-odds,pilot_131,MAX_IP_PKT_LEN,10,0.170008749854,0.170008749854,False
logistic_regression,DoS log-odds,pilot_131,IN_PKTS,11,0.147448510783,0.147448510783,False
logistic_regression,DoS log-odds,pilot_131,FTP_COMMAND_RET_CODE,12,0.141511281788,0.141511281788,False
logistic_regression,DoS log-odds,pilot_131,DURATION_OUT,13,-0.130363516063,0.130363516063,False
logistic_regression,DoS log-odds,pilot_131,DST_TO_SRC_IAT_STDDEV,14,-0.109336171551,0.109336171551,False
logistic_regression,DoS log-odds,pilot_131,RETRANSMITTED_IN_PKTS,15,0.105035729166,0.105035729166,False
logistic_regression,DoS log-odds,pilot_131,NUM_PKTS_256_TO_512_BYTES,16,0.0842469176163,0.0842469176163,False
logistic_regression,DoS log-odds,pilot_131,DNS_QUERY_TYPE,17,0.0689460564706,0.0689460564706,False
logistic_regression,DoS log-odds,pilot_131,FLOW_DURATION_MILLISECONDS,18,-0.0651338917243,0.0651338917243,False
logistic_regression,DoS log-odds,pilot_131,OUT_PKTS,19,0.0651210797436,0.0651210797436,False
logistic_regression,DoS log-odds,pilot_131,SERVER_TCP_FLAGS,20,-0.0602274449548,0.0602274449548,False
logistic_regression,DoS log-odds,pilot_131,ICMP_TYPE,21,-0.0602274449548,0.0602274449548,False
logistic_regression,DoS log-odds,pilot_131,ICMP_IPV4_TYPE,22,-0.0602274449548,0.0602274449548,False
logistic_regression,DoS log-odds,pilot_131,PROTOCOL,23,-0.060204594075,0.060204594075,False
logistic_regression,DoS log-odds,pilot_131,TCP_FLAGS,24,-0.060204594075,0.060204594075,False
logistic_regression,DoS log-odds,pilot_131,CLIENT_TCP_FLAGS,25,-0.060204594075,0.060204594075,False
logistic_regression,DoS log-odds,pilot_131,DURATION_IN,26,-0.0597620965863,0.0597620965863,False
logistic_regression,DoS log-odds,pilot_131,DST_TO_SRC_AVG_THROUGHPUT,27,0.0449305512186,0.0449305512186,False
logistic_regression,DoS log-odds,pilot_131,SRC_TO_DST_AVG_THROUGHPUT,28,-0.0378608251058,0.0378608251058,False
logistic_regression,DoS log-odds,pilot_131,SHORTEST_FLOW_PKT,29,-0.0305941804603,0.0305941804603,False
logistic_regression,DoS log-odds,pilot_131,RETRANSMITTED_OUT_PKTS,30,0.0270685348228,0.0270685348228,False
logistic_regression,DoS log-odds,pilot_131,DNS_TTL_ANSWER,31,0.0219349443407,0.0219349443407,False
logistic_regression,DoS log-odds,pilot_131,SRC_TO_DST_IAT_AVG,32,-0.0173948175044,0.0173948175044,False
logistic_regression,DoS log-odds,pilot_131,RETRANSMITTED_IN_BYTES,33,-0.0164367875637,0.0164367875637,False
logistic_regression,DoS log-odds,pilot_131,DST_TO_SRC_IAT_MAX,34,0.0142155718569,0.0142155718569,False
logistic_regression,DoS log-odds,pilot_131,SRC_TO_DST_IAT_MAX,35,0.00649509953552,0.00649509953552,False
logistic_regression,DoS log-odds,pilot_131,SRC_TO_DST_IAT_STDDEV,36,-0.00509235678253,0.00509235678253,False
logistic_regression,DoS log-odds,pilot_131,OUT_BYTES,37,0.00428916354759,0.00428916354759,False
logistic_regression,DoS log-odds,pilot_131,RETRANSMITTED_OUT_BYTES,38,0.00373730022993,0.00373730022993,False
logistic_regression,DoS log-odds,pilot_131,NUM_PKTS_128_TO_256_BYTES,39,0.00262339977081,0.00262339977081,False
logistic_regression,DoS log-odds,pilot_131,NUM_PKTS_1024_TO_1514_BYTES,40,-0.00144394082537,0.00144394082537,False
logistic_regression,DoS log-odds,pilot_131,IN_BYTES,41,-0.00132911621784,0.00132911621784,False
logistic_regression,DoS log-odds,pilot_131,NUM_PKTS_512_TO_1024_BYTES,42,-0.000906858234057,0.000906858234057,False
logistic_regression,DoS log-odds,pilot_131,L4_SRC_PORT,43,0,0,False
logistic_regression,DoS log-odds,pilot_131,L4_DST_PORT,44,0,0,False
logistic_regression,DoS log-odds,pilot_131,SRC_TO_DST_IAT_MIN,45,0,0,False
logistic_regression,DoS log-odds,pilot_131,DST_TO_SRC_IAT_MIN,46,0,0,False
logistic_regression,DoS log-odds,pilot_132,MIN_IP_PKT_LEN,1,3.93426694619,3.93426694619,True
logistic_regression,DoS log-odds,pilot_132,MIN_TTL,2,1.26191100265,1.26191100265,True
logistic_regression,DoS log-odds,pilot_132,MAX_TTL,3,1.25583453042,1.25583453042,True
logistic_regression,DoS log-odds,pilot_132,TCP_WIN_MAX_IN,4,-0.448569724426,0.448569724426,True
logistic_regression,DoS log-odds,pilot_132,TCP_WIN_MAX_OUT,5,-0.389343299949,0.389343299949,True
logistic_regression,DoS log-odds,pilot_132,LONGEST_FLOW_PKT,6,0.267039504835,0.267039504835,False
logistic_regression,DoS log-odds,pilot_132,MAX_IP_PKT_LEN,7,0.267039504835,0.267039504835,False
logistic_regression,DoS log-odds,pilot_132,DST_TO_SRC_AVG_THROUGHPUT,8,0.250854619915,0.250854619915,False
logistic_regression,DoS log-odds,pilot_132,L7_PROTO,9,0.22226688662,0.22226688662,False
logistic_regression,DoS log-odds,pilot_132,FTP_COMMAND_RET_CODE,10,0.206445271329,0.206445271329,False
logistic_regression,DoS log-odds,pilot_132,DST_TO_SRC_IAT_AVG,11,-0.163737820803,0.163737820803,False
logistic_regression,DoS log-odds,pilot_132,DST_TO_SRC_IAT_STDDEV,12,-0.125711959835,0.125711959835,False
logistic_regression,DoS log-odds,pilot_132,NUM_PKTS_UP_TO_128_BYTES,13,0.0954176921399,0.0954176921399,False
logistic_regression,DoS log-odds,pilot_132,PROTOCOL,14,-0.0903961237584,0.0903961237584,False
logistic_regression,DoS log-odds,pilot_132,TCP_FLAGS,15,-0.0903961237584,0.0903961237584,False
logistic_regression,DoS log-odds,pilot_132,CLIENT_TCP_FLAGS,16,-0.0903961237584,0.0903961237584,False
logistic_regression,DoS log-odds,pilot_132,SERVER_TCP_FLAGS,17,-0.0902011021225,0.0902011021225,False
logistic_regression,DoS log-odds,pilot_132,ICMP_TYPE,18,-0.0902011021225,0.0902011021225,False
logistic_regression,DoS log-odds,pilot_132,ICMP_IPV4_TYPE,19,-0.0902011021225,0.0902011021225,False
logistic_regression,DoS log-odds,pilot_132,SHORTEST_FLOW_PKT,20,0.065069724887,0.065069724887,False
logistic_regression,DoS log-odds,pilot_132,DNS_QUERY_TYPE,21,0.0585984616805,0.0585984616805,False
logistic_regression,DoS log-odds,pilot_132,IN_PKTS,22,0.0573313266097,0.0573313266097,False
logistic_regression,DoS log-odds,pilot_132,SRC_TO_DST_AVG_THROUGHPUT,23,-0.0538827718633,0.0538827718633,False
logistic_regression,DoS log-odds,pilot_132,RETRANSMITTED_IN_PKTS,24,0.0389908958855,0.0389908958855,False
logistic_regression,DoS log-odds,pilot_132,DST_TO_SRC_IAT_MAX,25,-0.0255076427019,0.0255076427019,False
logistic_regression,DoS log-odds,pilot_132,DNS_TTL_ANSWER,26,0.0237621777969,0.0237621777969,False
logistic_regression,DoS log-odds,pilot_132,FLOW_DURATION_MILLISECONDS,27,-0.0236801658043,0.0236801658043,False
logistic_regression,DoS log-odds,pilot_132,DURATION_IN,28,-0.0219578654301,0.0219578654301,False
logistic_regression,DoS log-odds,pilot_132,SRC_TO_DST_IAT_AVG,29,-0.019433224826,0.019433224826,False
logistic_regression,DoS log-odds,pilot_132,DURATION_OUT,30,-0.0152837876628,0.0152837876628,False
logistic_regression,DoS log-odds,pilot_132,NUM_PKTS_256_TO_512_BYTES,31,-0.0146719257821,0.0146719257821,False
logistic_regression,DoS log-odds,pilot_132,SRC_TO_DST_IAT_STDDEV,32,-0.00957414831788,0.00957414831788,False
logistic_regression,DoS log-odds,pilot_132,RETRANSMITTED_IN_BYTES,33,-0.00941026959822,0.00941026959822,False
logistic_regression,DoS log-odds,pilot_132,NUM_PKTS_1024_TO_1514_BYTES,34,-0.0089156789146,0.0089156789146,False
logistic_regression,DoS log-odds,pilot_132,RETRANSMITTED_OUT_BYTES,35,-0.0078270098876,0.0078270098876,False
logistic_regression,DoS log-odds,pilot_132,OUT_BYTES,36,-0.00779096307711,0.00779096307711,False
logistic_regression,DoS log-odds,pilot_132,RETRANSMITTED_OUT_PKTS,37,-0.007450410925,0.007450410925,False
logistic_regression,DoS log-odds,pilot_132,IN_BYTES,38,-0.00681629959187,0.00681629959187,False
logistic_regression,DoS log-odds,pilot_132,OUT_PKTS,39,-0.00608732834646,0.00608732834646,False
logistic_regression,DoS log-odds,pilot_132,NUM_PKTS_128_TO_256_BYTES,40,-0.00393008092708,0.00393008092708,False
logistic_regression,DoS log-odds,pilot_132,L4_DST_PORT,41,0.00379412208213,0.00379412208213,False
logistic_regression,DoS log-odds,pilot_132,SRC_TO_DST_IAT_MAX,42,-0.003341138883,0.003341138883,False
logistic_regression,DoS log-odds,pilot_132,NUM_PKTS_512_TO_1024_BYTES,43,-0.00152353864434,0.00152353864434,False
logistic_regression,DoS log-odds,pilot_132,L4_SRC_PORT,44,0,0,False
logistic_regression,DoS log-odds,pilot_132,SRC_TO_DST_IAT_MIN,45,0,0,False
logistic_regression,DoS log-odds,pilot_132,DST_TO_SRC_IAT_MIN,46,0,0,False
logistic_regression,DoS log-odds,pilot_133,MIN_IP_PKT_LEN,1,-0.996910416013,0.996910416013,True
logistic_regression,DoS log-odds,pilot_133,L7_PROTO,2,-0.814804068871,0.814804068871,True
logistic_regression,DoS log-odds,pilot_133,MIN_TTL,3,-0.722533200488,0.722533200488,True
logistic_regression,DoS log-odds,pilot_133,MAX_TTL,4,-0.722143631566,0.722143631566,True
logistic_regression,DoS log-odds,pilot_133,SERVER_TCP_FLAGS,5,-0.389575148921,0.389575148921,True
logistic_regression,DoS log-odds,pilot_133,DST_TO_SRC_AVG_THROUGHPUT,6,0.286695978684,0.286695978684,False
logistic_regression,DoS log-odds,pilot_133,PROTOCOL,7,0.196542616991,0.196542616991,False
logistic_regression,DoS log-odds,pilot_133,TCP_WIN_MAX_IN,8,-0.190468413668,0.190468413668,False
logistic_regression,DoS log-odds,pilot_133,L4_DST_PORT,9,-0.159436306935,0.159436306935,False
logistic_regression,DoS log-odds,pilot_133,DST_TO_SRC_IAT_AVG,10,-0.156019168696,0.156019168696,False
logistic_regression,DoS log-odds,pilot_133,TCP_WIN_MAX_OUT,11,-0.140153533906,0.140153533906,False
logistic_regression,DoS log-odds,pilot_133,LONGEST_FLOW_PKT,12,0.137724446335,0.137724446335,False
logistic_regression,DoS log-odds,pilot_133,MAX_IP_PKT_LEN,13,0.137724446335,0.137724446335,False
logistic_regression,DoS log-odds,pilot_133,SRC_TO_DST_AVG_THROUGHPUT,14,0.108110579642,0.108110579642,False
logistic_regression,DoS log-odds,pilot_133,DNS_QUERY_TYPE,15,0.0975268683606,0.0975268683606,False
logistic_regression,DoS log-odds,pilot_133,FTP_COMMAND_RET_CODE,16,-0.097345472157,0.097345472157,False
logistic_regression,DoS log-odds,pilot_133,DST_TO_SRC_IAT_STDDEV,17,-0.0920456409162,0.0920456409162,False
logistic_regression,DoS log-odds,pilot_133,SRC_TO_DST_IAT_AVG,18,-0.0792731925131,0.0792731925131,False
logistic_regression,DoS log-odds,pilot_133,NUM_PKTS_UP_TO_128_BYTES,19,0.0612748812563,0.0612748812563,False
logistic_regression,DoS log-odds,pilot_133,IN_PKTS,20,0.0540565615881,0.0540565615881,False
logistic_regression,DoS log-odds,pilot_133,TCP_FLAGS,21,-0.0344431494959,0.0344431494959,False
logistic_regression,DoS log-odds,pilot_133,CLIENT_TCP_FLAGS,22,-0.0344431494959,0.0344431494959,False
logistic_regression,DoS log-odds,pilot_133,RETRANSMITTED_IN_PKTS,23,0.0290729425659,0.0290729425659,False
logistic_regression,DoS log-odds,pilot_133,FLOW_DURATION_MILLISECONDS,24,-0.0270564966701,0.0270564966701,False
logistic_regression,DoS log-odds,pilot_133,DURATION_IN,25,-0.0256185120107,0.0256185120107,False
logistic_regression,DoS log-odds,pilot_133,SRC_TO_DST_IAT_STDDEV,26,-0.025068952047,0.025068952047,False
logistic_regression,DoS log-odds,pilot_133,DURATION_OUT,27,-0.0180402564072,0.0180402564072,False
logistic_regression,DoS log-odds,pilot_133,SHORTEST_FLOW_PKT,28,-0.016693904479,0.016693904479,False
logistic_regression,DoS log-odds,pilot_133,DNS_TTL_ANSWER,29,0.0163696742312,0.0163696742312,False
logistic_regression,DoS log-odds,pilot_133,NUM_PKTS_256_TO_512_BYTES,30,-0.0125051500725,0.0125051500725,False
logistic_regression,DoS log-odds,pilot_133,NUM_PKTS_128_TO_256_BYTES,31,-0.0108225004002,0.0108225004002,False
logistic_regression,DoS log-odds,pilot_133,NUM_PKTS_1024_TO_1514_BYTES,32,-0.00787524107082,0.00787524107082,False
logistic_regression,DoS log-odds,pilot_133,RETRANSMITTED_OUT_BYTES,33,-0.00687614599424,0.00687614599424,False
logistic_regression,DoS log-odds,pilot_133,OUT_BYTES,34,-0.00682846721626,0.00682846721626,False
logistic_regression,DoS log-odds,pilot_133,RETRANSMITTED_OUT_PKTS,35,-0.00609023392859,0.00609023392859,False
logistic_regression,DoS log-odds,pilot_133,RETRANSMITTED_IN_BYTES,36,-0.0056075761939,0.0056075761939,False
logistic_regression,DoS log-odds,pilot_133,OUT_PKTS,37,-0.00418792115325,0.00418792115325,False
logistic_regression,DoS log-odds,pilot_133,NUM_PKTS_512_TO_1024_BYTES,38,-0.00362411407156,0.00362411407156,False
logistic_regression,DoS log-odds,pilot_133,IN_BYTES,39,-0.00279624386293,0.00279624386293,False
logistic_regression,DoS log-odds,pilot_133,SRC_TO_DST_IAT_MAX,40,0.00113847858278,0.00113847858278,False
logistic_regression,DoS log-odds,pilot_133,DST_TO_SRC_IAT_MAX,41,-0.000752118992634,0.000752118992634,False
logistic_regression,DoS log-odds,pilot_133,L4_SRC_PORT,42,0,0,False
logistic_regression,DoS log-odds,pilot_133,ICMP_TYPE,43,0,0,False
logistic_regression,DoS log-odds,pilot_133,ICMP_IPV4_TYPE,44,0,0,False
logistic_regression,DoS log-odds,pilot_133,SRC_TO_DST_IAT_MIN,45,0,0,False
logistic_regression,DoS log-odds,pilot_133,DST_TO_SRC_IAT_MIN,46,0,0,False
logistic_regression,DoS log-odds,pilot_134,DST_TO_SRC_AVG_THROUGHPUT,1,-1.41830676956,1.41830676956,True
logistic_regression,DoS log-odds,pilot_134,SERVER_TCP_FLAGS,2,-0.991399484508,0.991399484508,True
logistic_regression,DoS log-odds,pilot_134,MIN_IP_PKT_LEN,3,-0.939016831026,0.939016831026,True
logistic_regression,DoS log-odds,pilot_134,MIN_TTL,4,-0.751375024111,0.751375024111,True
logistic_regression,DoS log-odds,pilot_134,MAX_TTL,5,-0.750671635119,0.750671635119,True
logistic_regression,DoS log-odds,pilot_134,DST_TO_SRC_IAT_AVG,6,-0.223086119204,0.223086119204,False
logistic_regression,DoS log-odds,pilot_134,L7_PROTO,7,-0.205385010877,0.205385010877,False
logistic_regression,DoS log-odds,pilot_134,PROTOCOL,8,0.160254337263,0.160254337263,False
logistic_regression,DoS log-odds,pilot_134,LONGEST_FLOW_PKT,9,-0.149471478953,0.149471478953,False
logistic_regression,DoS log-odds,pilot_134,MAX_IP_PKT_LEN,10,-0.149471478953,0.149471478953,False
logistic_regression,DoS log-odds,pilot_134,TCP_WIN_MAX_IN,11,0.132460428416,0.132460428416,False
logistic_regression,DoS log-odds,pilot_134,FTP_COMMAND_RET_CODE,12,0.131849914707,0.131849914707,False
logistic_regression,DoS log-odds,pilot_134,DST_TO_SRC_IAT_STDDEV,13,-0.114804035926,0.114804035926,False
logistic_regression,DoS log-odds,pilot_134,DNS_QUERY_TYPE,14,0.100407717627,0.100407717627,False
logistic_regression,DoS log-odds,pilot_134,SRC_TO_DST_AVG_THROUGHPUT,15,-0.0686954365219,0.0686954365219,False
logistic_regression,DoS log-odds,pilot_134,TCP_FLAGS,16,-0.063417026278,0.063417026278,False
logistic_regression,DoS log-odds,pilot_134,ICMP_TYPE,17,-0.0618463466699,0.0618463466699,False
logistic_regression,DoS log-odds,pilot_134,ICMP_IPV4_TYPE,18,-0.0618463466699,0.0618463466699,False
logistic_regression,DoS log-odds,pilot_134,DST_TO_SRC_IAT_MAX,19,0.0438455490374,0.0438455490374,False
logistic_regression,DoS log-odds,pilot_134,CLIENT_TCP_FLAGS,20,0.0288322503873,0.0288322503873,False
logistic_regression,DoS log-odds,pilot_134,FLOW_DURATION_MILLISECONDS,21,-0.0280392824932,0.0280392824932,False
logistic_regression,DoS log-odds,pilot_134,NUM_PKTS_UP_TO_128_BYTES,22,-0.0267155834054,0.0267155834054,False
logistic_regression,DoS log-odds,pilot_134,DURATION_IN,23,-0.0260704843475,0.0260704843475,False
logistic_regression,DoS log-odds,pilot_134,SRC_TO_DST_IAT_AVG,24,-0.0239734416201,0.0239734416201,False
